Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./analysis/co-evolutionary/iroquois_binary-unilineal_binary.bttrees
Data File Name:                  ./analysis/co-evolutionary/iroquois_binary-unilineal_binary.btdata
Log File Name:                   /Users/sp16194/Desktop/Projects_Git/Project_Kinshipsystems_ACE_Coevolution/analysis/co-evolutionary/bt-output/bantu-iroquois_binary-unilineal_binary-dep
Summary:                         False
Seed                             2792812647
Analsis Type:                    Maximum Likelihood
ML attempt per tree:             10
Precision:                       64 bits
Cores:                           1
No of Rates:                     8
Base frequency (PI's)            None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Restrictions:
    q12                          None
    q13                          None
    q21                          None
    q24                          None
    q31                          None
    q34                          None
    q42                          None
    q43                          None
Tree Information
     Trees:                      1000
     Taxa:                       64
     Sites:                      1
     States:                     4
Tree No	Lh	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
752	-68.376755	0.496408	0.000000	0.138282	0.026846	0.000000	0.775278	0.027059	0.134845	0.230367	0.232279	0.269142	0.268211	
753	-67.807327	0.493891	0.000000	0.138128	0.019315	0.000000	0.991968	0.025054	0.172216	0.206723	0.210240	0.292109	0.290929	
754	-70.049955	0.155851	0.000000	0.031090	0.948786	0.037812	1.505962	0.523608	0.272121	0.249999	0.250000	0.250000	0.250000	
755	-69.099024	0.276449	0.000000	0.081751	0.020304	0.000000	0.818515	0.025694	0.141811	0.215879	0.220741	0.282307	0.281072	
756	-70.052071	0.189182	0.000087	0.051270	0.261391	0.000000	1.746969	0.146886	0.308191	0.249999	0.250000	0.250000	0.250000	
757	-68.802953	0.339531	0.000000	0.093007	0.017262	0.011691	0.340143	0.021920	0.060296	0.215177	0.218596	0.283743	0.282484	
758	-68.072582	0.573614	0.000000	0.158523	0.020633	0.000000	0.562156	0.025695	0.097153	0.220743	0.222661	0.279222	0.277373	
759	-69.720612	0.238512	0.000000	0.064579	0.180781	0.000000	0.446053	0.103003	0.079245	0.249999	0.250000	0.250001	0.250000	
760	-69.829558	0.330204	0.104287	0.000000	0.389750	0.369877	0.019188	0.169175	0.053721	0.250000	0.250000	0.250000	0.250000	
761	-69.984921	0.163323	0.000000	0.045678	0.202610	0.000000	0.391418	0.113921	0.068898	0.249993	0.250001	0.250004	0.250003	
762	-69.428081	0.266595	0.000000	0.072204	0.128415	0.000000	0.365937	0.074421	0.065054	0.249987	0.249995	0.250011	0.250008	
763	-69.212762	1.252665	0.000000	0.341096	0.018800	0.000000	0.729306	0.023863	0.126908	0.205841	0.207110	0.294474	0.292575	
764	-68.862053	0.329158	0.000000	0.094729	0.016376	0.000000	0.478459	0.023844	0.082230	0.194903	0.200278	0.304045	0.300774	
765	-69.207892	1.316141	0.000000	0.356317	0.017504	0.000000	0.448199	0.024040	0.076756	0.207161	0.208227	0.293886	0.290726	
766	-69.943676	0.921005	0.000000	0.251952	0.020296	0.001186	0.155959	0.024670	0.026231	0.220093	0.221251	0.282680	0.275975	
767	-68.589391	0.511198	0.000000	0.142284	0.017274	0.000000	0.933204	0.024088	0.162828	0.226150	0.227703	0.273463	0.272685	
768	-69.255819	1.345834	0.000000	0.363386	0.022052	0.000000	0.663107	0.025375	0.115168	0.227176	0.227876	0.273070	0.271877	
769	-70.060580	0.168272	0.000007	0.000003	0.585783	0.145375	0.222527	0.301966	0.065006	0.250000	0.250000	0.250000	0.250000	
770	-68.317725	0.013046	0.000331	0.008948	0.015578	0.019258	1.174475	0.020208	0.191631	0.138781	0.247220	0.308615	0.305384	
771	-68.362513	0.331661	0.000000	0.096292	0.016652	0.000000	0.388839	0.024457	0.067218	0.213112	0.216580	0.286649	0.283659	
772	-68.871913	0.214187	0.000000	0.066385	0.016948	0.000000	0.616497	0.024652	0.106836	0.221125	0.225431	0.277414	0.276030	
773	-68.129336	0.311188	0.000000	0.089686	0.018491	0.000000	0.573042	0.025045	0.099042	0.217853	0.221561	0.281131	0.279455	
774	-68.296357	0.788219	0.000000	0.215707	0.019208	0.000000	0.544165	0.025163	0.094031	0.218650	0.220106	0.281573	0.279671	
775	-68.876065	0.575777	0.000008	0.162339	0.021613	0.000000	0.769420	0.027009	0.134223	0.231009	0.232317	0.268787	0.267886	
776	-69.021661	0.593081	0.000000	0.169469	0.019551	0.000000	0.220919	0.027212	0.037589	0.223946	0.225482	0.277566	0.273006	
777	-67.966825	0.410163	0.000000	0.117011	0.014040	0.000000	0.295188	0.025143	0.050178	0.205025	0.208104	0.295689	0.291182	
778	-68.547136	0.513182	0.000000	0.138923	0.020747	0.013324	0.133037	0.024610	0.023789	0.223994	0.225944	0.276451	0.273611	
779	-69.126277	0.229658	0.000000	0.052757	0.017326	0.039717	1.114991	0.018814	0.203877	0.209722	0.215846	0.286695	0.287737	
780	-69.163713	0.300004	0.000000	0.089839	0.018179	0.000000	1.278449	0.026422	0.220612	0.219580	0.222884	0.279191	0.278344	
781	-70.107190	0.302538	0.000000	0.080647	1.017035	0.000000	1.034940	0.568768	0.182542	0.250000	0.250000	0.250000	0.250000	
782	-69.373157	2.412014	0.000000	0.626610	0.018219	0.019002	1.856783	0.022901	0.330405	0.222204	0.222600	0.277637	0.277559	
783	-69.852648	2.502129	0.000000	0.674728	0.019761	0.002790	1.062373	0.025070	0.184416	0.229581	0.229875	0.270578	0.269966	
784	-69.395429	0.529663	0.000000	0.148730	0.021374	0.000000	0.595337	0.026163	0.103182	0.217476	0.219960	0.282201	0.280364	
785	-69.428573	1.077521	0.000002	0.295289	0.020513	0.000574	0.446206	0.026625	0.076969	0.212043	0.213356	0.288879	0.285722	
786	-69.161216	0.705288	0.000000	0.194322	0.017497	0.000000	0.331470	0.024870	0.056166	0.210519	0.212384	0.290496	0.286601	
787	-69.129450	1.763228	0.000000	0.477735	0.021873	0.000000	1.659567	0.025192	0.290212	0.214722	0.215553	0.285219	0.284506	
788	-68.359276	1.600308	0.000000	0.424482	0.019915	0.010185	0.744480	0.025131	0.130220	0.214382	0.215218	0.285686	0.284713	
789	-68.524209	0.768682	0.000000	0.186238	0.019096	0.062221	1.713243	0.015852	0.310452	0.211607	0.213421	0.286752	0.288220	
790	-68.514716	0.363986	0.000000	0.104133	0.021826	0.000000	0.339792	0.027079	0.058253	0.230396	0.232495	0.269632	0.267477	
791	-68.927299	1.297250	0.000001	0.339542	0.021533	0.022033	0.432376	0.022309	0.078301	0.222726	0.223567	0.276853	0.276854	
792	-69.273667	0.427022	0.000000	0.112681	0.023170	0.017444	0.182881	0.023314	0.033940	0.227706	0.229919	0.271629	0.270746	
793	-69.074460	1.089675	0.000000	0.270257	0.021710	0.057558	0.611394	0.015396	0.116861	0.224838	0.225817	0.273480	0.275865	
794	-67.806213	0.819910	0.000000	0.222298	0.018906	0.000000	0.678635	0.024881	0.117678	0.209297	0.211166	0.290678	0.288859	
795	-67.943637	3.861971	0.000000	1.013753	0.020845	0.016554	0.406749	0.022749	0.073034	0.223977	0.224234	0.276182	0.275607	
796	-68.597884	0.552035	0.000000	0.117649	0.022280	0.089900	0.689511	0.009543	0.135913	0.223594	0.225689	0.273188	0.277530	
797	-69.460284	0.381977	0.127849	0.096064	0.000000	0.108614	2.140786	0.010386	0.384780	0.233538	0.220377	0.272392	0.273693	
798	-69.273569	0.527791	0.000000	0.114841	0.020254	0.072512	0.676976	0.012257	0.131092	0.222013	0.224164	0.275209	0.278615	
799	-68.992952	0.539796	0.000000	0.114864	0.022650	0.085772	1.511721	0.010943	0.280014	0.230733	0.232395	0.267821	0.269050	
800	-68.326004	0.453663	0.000000	0.127103	0.019971	0.000000	1.382148	0.025750	0.240110	0.215874	0.218831	0.283027	0.282268	
801	-69.228570	1.081046	0.000000	0.277100	0.018162	0.000000	0.750692	0.024972	0.129430	0.214332	0.215517	0.285830	0.284320	
802	-69.340327	0.307325	0.000000	0.091344	0.025063	0.000000	0.233774	0.027838	0.039611	0.221108	0.225239	0.279166	0.274486	
803	-68.710910	0.379195	0.000000	0.108731	0.020405	0.000000	1.150429	0.026515	0.201044	0.220357	0.223327	0.278598	0.277718	
804	-69.717439	0.004268	2.463739	0.026078	0.000000	1.954308	3.779423	0.023619	0.650034	0.265769	0.203974	0.265386	0.264871	
805	-69.168213	0.770821	0.000000	0.196432	0.019302	0.036311	0.862118	0.019462	0.156232	0.221210	0.222615	0.277703	0.278473	
806	-68.386196	0.426654	0.000000	0.102477	0.016983	0.043588	1.719856	0.017031	0.308671	0.213746	0.216568	0.284459	0.285227	
807	-69.311662	0.714649	0.000000	0.169276	0.018603	0.059590	1.119412	0.015335	0.205804	0.205324	0.207648	0.292342	0.294686	
808	-68.584730	0.044237	0.205438	0.028697	0.000000	0.108811	1.723602	0.019920	0.299578	0.255742	0.224648	0.259861	0.259749	
809	-68.430636	0.422559	0.000000	0.120054	0.020124	0.000030	0.247921	0.025284	0.042256	0.223162	0.225681	0.277170	0.273987	
810	-69.055027	0.327538	0.000000	0.096495	0.021454	0.000000	0.584693	0.026459	0.101798	0.215881	0.220042	0.283008	0.281070	
811	-69.262332	0.562172	0.000000	0.158009	0.019681	0.000000	0.407101	0.025792	0.070242	0.213808	0.216234	0.286439	0.283519	
812	-68.532406	0.356589	0.000000	0.097374	0.021742	0.013438	0.096718	0.023287	0.018406	0.231020	0.233248	0.268638	0.267094	
813	-69.441004	0.516107	0.000000	0.144354	0.019671	0.000000	1.384472	0.024867	0.241265	0.229336	0.230813	0.270168	0.269683	
814	-70.124310	0.384442	0.033807	0.000000	1.384659	0.349930	0.278097	0.717615	0.106053	0.250000	0.250000	0.250000	0.250000	
815	-70.061211	0.173577	0.061247	0.000000	2.273727	0.197397	0.662210	1.247818	0.144292	0.250000	0.250000	0.250000	0.250000	
816	-69.187893	0.002957	0.000000	0.000000	1.799047	0.038980	0.535955	1.007127	0.101119	0.085223	0.294344	0.324922	0.295511	
817	-70.069640	0.180958	0.000000	0.000000	0.886801	0.154544	0.239713	0.468412	0.069845	0.250000	0.250000	0.250000	0.250000	
818	-68.916635	0.462902	0.000000	0.128776	0.018647	0.000000	2.151496	0.025598	0.407008	0.225240	0.227171	0.273975	0.273614	
819	-68.636512	0.774172	0.000000	0.213571	0.018249	0.000000	1.325702	0.024177	0.232378	0.227060	0.228136	0.272654	0.272149	
820	-68.817693	0.172422	0.000000	0.034054	0.021667	0.047217	1.057226	0.017404	0.191337	0.218635	0.226641	0.276730	0.277994	
821	-68.340805	0.483907	0.000003	0.137565	0.017994	0.000000	1.143651	0.025880	0.200024	0.206656	0.209728	0.292432	0.291184	
822	-68.855043	1.192288	0.000000	0.326992	0.020792	0.000000	0.503980	0.025954	0.087023	0.213684	0.214818	0.287109	0.284389	
823	-69.241861	0.606692	0.000000	0.168535	0.022843	0.000000	0.484591	0.026531	0.084068	0.222585	0.224376	0.277631	0.275408	
824	-69.488549	0.234426	0.000000	0.063286	0.162349	0.000000	0.534155	0.094789	0.095277	0.249997	0.250000	0.250002	0.250001	
825	-69.783369	0.014735	0.000000	0.013937	0.583699	0.000009	0.989165	0.330696	0.174204	0.223958	0.261215	0.256924	0.257903	
826	-69.675848	0.336010	0.000000	0.089964	0.166507	0.000000	1.289631	0.093482	0.227538	0.249999	0.250000	0.250001	0.250001	
827	-69.850481	0.210981	0.000000	0.057444	0.256085	0.000000	0.995667	0.146126	0.175951	0.250000	0.250000	0.250000	0.250000	
828	-69.369391	0.592560	0.000000	0.166410	0.020157	0.000000	1.870691	0.026197	0.325849	0.210495	0.212993	0.288624	0.287888	
829	-69.417747	1.967538	0.000000	0.525774	0.027631	0.000000	4.394490	0.026837	0.779139	0.220624	0.221377	0.279126	0.278873	
830	-70.018559	0.286282	0.037902	0.000000	1.972997	0.277081	0.069378	1.064456	0.056170	0.250000	0.250000	0.250000	0.250000	
831	-69.376610	0.000001	1.036245	0.003105	0.022406	0.858743	0.570162	0.022849	0.097535	0.266892	0.205421	0.265727	0.261960	
832	-68.559905	0.000000	0.238915	0.004829	0.021179	0.183136	0.858658	0.022623	0.148696	0.261602	0.223147	0.258342	0.256908	
833	-70.075695	0.208827	0.000000	0.055879	0.213264	0.000019	1.748196	0.119869	0.309009	0.250000	0.250000	0.250000	0.250000	
834	-68.523766	0.744130	0.000000	0.191892	0.020633	0.031292	0.967667	0.019964	0.174407	0.210857	0.212923	0.287784	0.288437	
835	-68.537538	1.021777	0.000000	0.230700	0.018429	0.117798	1.267344	0.002323	0.243001	0.221392	0.222411	0.276315	0.279882	
836	-69.523018	0.158681	3.275705	0.026546	0.002263	2.851310	6.132788	0.000000	1.068028	0.260218	0.214354	0.262298	0.263129	
837	-68.797723	0.063336	0.204291	0.034605	0.000000	0.110560	2.435484	0.017659	0.420744	0.253314	0.227356	0.259639	0.259691	
838	-69.768343	0.400699	0.000000	0.106169	0.161495	0.000000	1.014680	0.090834	0.178864	0.250000	0.250000	0.250000	0.250000	
839	-68.553624	1.781623	0.000000	0.456353	0.021377	0.000137	0.225097	0.024464	0.038421	0.223410	0.223981	0.278484	0.274124	
840	-68.345503	2.767197	0.000000	0.730606	0.016754	0.013444	0.790642	0.021113	0.139262	0.214984	0.215384	0.285048	0.284583	
841	-68.208715	0.305331	0.000000	0.088547	0.018559	0.000000	1.208403	0.024757	0.208351	0.202616	0.208150	0.295203	0.294031	
842	-68.222719	0.428931	0.000000	0.121257	0.016539	0.000000	0.314886	0.024320	0.054154	0.205996	0.209151	0.294695	0.290158	
843	-68.357376	0.364354	0.000000	0.099576	0.018311	0.013669	0.137850	0.022820	0.024925	0.213071	0.216529	0.286765	0.283635	
844	-69.123928	0.565067	0.000000	0.159482	0.021983	0.000011	0.270195	0.026241	0.046296	0.218020	0.220288	0.282983	0.278709	
845	-70.066340	0.285616	0.000000	0.073861	0.213451	0.009326	1.022282	0.119445	0.182023	0.250000	0.250000	0.250000	0.250000	
846	-68.983662	0.899442	0.000000	0.244281	0.021446	0.000000	0.505948	0.024691	0.087229	0.226084	0.227184	0.274119	0.272613	
847	-68.179935	0.363437	0.000000	0.103779	0.018485	0.000000	1.118115	0.024579	0.195254	0.224861	0.227397	0.274191	0.273551	
848	-68.153431	1.224160	0.000000	0.325569	0.021575	0.004967	0.568928	0.024419	0.099460	0.233919	0.234472	0.266156	0.265452	
849	-68.642887	0.766823	0.000000	0.210425	0.022737	0.002393	0.458233	0.026547	0.079678	0.226869	0.228153	0.273306	0.271672	
850	-67.863103	1.555873	0.000000	0.358199	0.022435	0.144465	1.608542	0.000000	0.306797	0.228267	0.228892	0.270112	0.272729	
851	-67.535167	1.354150	0.000000	0.361748	0.020191	0.004838	0.348872	0.024406	0.060457	0.219689	0.220563	0.280991	0.278758	
852	-67.190976	1.816324	0.000000	0.474977	0.022983	0.027872	0.405349	0.021097	0.075006	0.228679	0.229190	0.270806	0.271326	
853	-67.099890	1.336295	0.000000	0.302442	0.018669	0.136937	0.940407	0.000000	0.188694	0.222792	0.223585	0.274280	0.279344	
854	-67.320820	1.744093	0.000000	0.467891	0.022022	0.001683	0.613258	0.025355	0.106725	0.225466	0.226045	0.274899	0.273591	
855	-67.717016	2.780199	0.000000	0.730161	0.019566	0.017263	0.167201	0.022240	0.030815	0.232501	0.232732	0.267753	0.267014	
856	-67.412386	6.196843	0.000000	1.497851	0.019432	0.019037	0.124329	0.021328	0.023171	0.236066	0.236164	0.263976	0.263794	
857	-68.379741	2.273274	0.000000	0.594427	0.020689	0.023774	0.722758	0.021557	0.129484	0.234365	0.234644	0.265462	0.265529	
858	-69.153657	2.363102	0.000000	0.563845	0.023103	0.148809	0.988877	0.000021	0.201088	0.233064	0.233386	0.265003	0.268547	
859	-68.105961	4.880062	0.000000	1.287206	0.021235	0.012666	0.492301	0.024004	0.086631	0.231816	0.231962	0.268413	0.267810	
860	-68.301879	2.085182	0.000000	0.562818	0.020512	0.004593	0.232375	0.024945	0.040277	0.219567	0.220136	0.281943	0.278354	
861	-69.977039	0.248639	0.000000	0.066578	0.217849	0.000000	1.573420	0.123384	0.277234	0.250000	0.250000	0.250000	0.250000	
862	-68.581805	0.340285	0.000000	0.097590	0.016510	0.000000	0.907943	0.024123	0.157120	0.206746	0.210721	0.291996	0.290537	
863	-67.814341	0.473775	0.000000	0.133175	0.018921	0.000000	0.294989	0.025534	0.050904	0.214380	0.216931	0.286524	0.282165	
864	-68.632363	0.024043	0.190788	0.028400	0.000000	0.087794	2.562160	0.022867	0.449839	0.255697	0.231920	0.256273	0.256110	
865	-68.661479	1.113499	0.000000	0.298240	0.018960	0.011848	0.455353	0.024054	0.081082	0.221852	0.222746	0.278219	0.277184	
866	-68.566114	0.179162	0.132147	0.048685	0.000000	0.094975	1.517492	0.014652	0.270092	0.241905	0.222040	0.267548	0.268506	
867	-68.127821	0.000000	0.178770	0.024697	0.000000	0.074101	0.797430	0.025026	0.131924	0.253847	0.241565	0.252489	0.252098	
868	-68.321909	0.382234	0.000000	0.103925	0.018617	0.013994	0.246420	0.023555	0.044632	0.226702	0.228875	0.272764	0.271658	
869	-68.169026	1.044106	0.000000	0.273668	0.017051	0.013993	0.181852	0.022165	0.032979	0.224453	0.225246	0.275930	0.274371	
870	-68.073554	1.190528	0.000001	0.321530	0.020341	0.000000	0.730673	0.024414	0.126960	0.224776	0.225599	0.275369	0.274256	
871	-67.929560	0.369361	0.000000	0.069170	0.017352	0.088060	1.030833	0.007795	0.195801	0.203889	0.208476	0.291492	0.296144	
872	-68.541684	0.985545	0.000000	0.266318	0.019278	0.007352	0.481119	0.024186	0.084505	0.218398	0.219549	0.281785	0.280268	
873	-67.734530	0.957920	0.000004	0.259280	0.019020	0.000030	0.699494	0.023909	0.121837	0.225758	0.226719	0.274265	0.273258	
874	-67.484738	2.332878	0.000000	0.609000	0.018369	0.020633	0.327211	0.020608	0.059577	0.226619	0.226988	0.273189	0.273204	
875	-68.426196	0.295961	0.000000	0.085713	0.021907	0.000000	0.689155	0.026301	0.119456	0.229802	0.232622	0.269257	0.268319	
876	-67.814625	0.385472	0.000000	0.106843	0.015534	0.004390	0.375601	0.022743	0.065390	0.210953	0.214114	0.288579	0.286354	
877	-67.559278	0.336924	0.000000	0.096346	0.015769	0.000000	0.424226	0.024583	0.072324	0.209859	0.213548	0.289693	0.286899	
878	-67.579509	0.432736	0.000000	0.121168	0.017520	0.000000	1.385384	0.024540	0.237592	0.218305	0.220847	0.280759	0.280089	
879	-67.399272	0.433206	0.000000	0.121703	0.018570	0.000000	0.328016	0.025309	0.055858	0.228343	0.230192	0.271711	0.269753	
880	-68.347425	1.281954	0.000000	0.359800	0.022218	0.000268	0.332840	0.025382	0.058461	0.234654	0.235163	0.265844	0.264339	
881	-68.349000	0.423169	0.000000	0.120198	0.018386	0.000000	0.701211	0.025170	0.121501	0.213939	0.216981	0.285332	0.283749	
882	-68.461155	1.497983	0.000000	0.399048	0.020185	0.000484	0.510608	0.024777	0.089193	0.223356	0.224029	0.277179	0.275435	
883	-67.593221	0.962727	0.000000	0.261469	0.016152	0.000000	1.430080	0.023837	0.249820	0.198407	0.200217	0.301169	0.300208	
884	-68.459752	0.867661	0.000000	0.238889	0.017386	0.000000	0.810142	0.025982	0.139970	0.206191	0.207898	0.293849	0.292062	
885	-68.498999	0.722287	0.000000	0.199647	0.022659	0.000000	0.831255	0.026505	0.144562	0.221742	0.223443	0.277982	0.276834	
886	-68.053936	0.645598	0.000000	0.179178	0.020139	0.000000	1.022241	0.025529	0.176282	0.220424	0.222283	0.279078	0.278215	
887	-68.076880	1.132790	0.000000	0.302949	0.021489	0.010286	0.322664	0.024718	0.056780	0.226952	0.227787	0.273319	0.271943	
888	-69.028791	0.481804	0.000000	0.137297	0.018618	0.000000	0.819274	0.026727	0.141960	0.214022	0.216665	0.285407	0.283906	
889	-69.111814	0.643740	0.000000	0.169310	0.140269	0.000000	0.493717	0.080948	0.087247	0.249998	0.249998	0.250002	0.250002	
890	-68.656784	0.446730	0.000000	0.127063	0.018719	0.000003	0.365395	0.027497	0.062252	0.210887	0.213877	0.289635	0.285600	
891	-68.651994	0.316878	0.000000	0.094846	0.017864	0.000000	0.884631	0.027594	0.153054	0.210569	0.214634	0.288210	0.286588	
892	-68.653079	0.298349	0.000000	0.088849	0.018033	0.000000	0.284542	0.026631	0.048557	0.216609	0.220263	0.283657	0.279471	
893	-68.350426	0.322964	0.000000	0.061453	0.020207	0.075448	1.043033	0.012815	0.194926	0.225527	0.228480	0.271909	0.274084	
894	-68.638420	0.518446	0.000000	0.141034	0.021759	0.006999	0.208212	0.024867	0.036623	0.229893	0.231423	0.270555	0.268129	
895	-69.995337	0.240466	0.000000	0.009943	0.380167	0.174714	0.325688	0.182117	0.088609	0.250000	0.250000	0.250000	0.250000	
896	-68.131300	0.576171	0.000000	0.155877	0.018693	0.011860	0.103144	0.023525	0.018110	0.220644	0.222319	0.280932	0.276106	
897	-67.862879	0.503068	0.000000	0.135096	0.016424	0.013552	0.241377	0.022760	0.042598	0.202076	0.205075	0.297595	0.295253	
898	-67.766537	0.018122	0.000000	0.009434	0.018677	0.022402	1.125730	0.022583	0.199036	0.134228	0.241322	0.313661	0.310789	
899	-68.513834	0.766929	0.000000	0.206595	0.021604	0.009970	0.278406	0.025491	0.049039	0.225763	0.226940	0.274684	0.272613	
900	-69.423984	0.759103	0.000000	0.207805	0.026236	0.000000	0.551000	0.027803	0.095036	0.223000	0.224666	0.277142	0.275191	
901	-68.589486	0.272534	0.000000	0.074253	0.030267	0.011419	0.087172	0.027303	0.016374	0.224896	0.229810	0.274661	0.270633	
902	-68.592818	0.654319	0.000000	0.180645	0.025991	0.000000	0.646309	0.028499	0.111553	0.221898	0.223866	0.278012	0.276224	
903	-68.791369	0.259391	0.000000	0.076862	0.029796	0.000000	1.268786	0.029545	0.223297	0.225861	0.230753	0.272043	0.271343	
904	-68.681200	0.022998	0.000000	0.010785	0.023444	0.020258	0.837872	0.023553	0.151482	0.168007	0.251336	0.291317	0.289339	
905	-68.395556	0.019346	0.000000	0.010040	0.022896	0.019473	0.580832	0.022377	0.104384	0.174656	0.259625	0.284567	0.281152	
906	-68.664343	0.659687	0.000000	0.182227	0.019238	0.000002	0.811180	0.025090	0.140289	0.210401	0.212602	0.289292	0.287704	
907	-68.348409	0.423867	0.000000	0.120640	0.019776	0.000000	0.198346	0.026323	0.033365	0.217227	0.220030	0.284270	0.278473	
908	-69.302424	0.024587	0.000000	0.007986	0.018895	0.027402	1.312058	0.020652	0.233936	0.173981	0.238040	0.294821	0.293158	
909	-68.792786	1.210717	0.000000	0.336634	0.015720	0.002210	0.295189	0.025629	0.050494	0.202181	0.203350	0.299796	0.294672	
910	-69.810198	0.204075	0.000000	0.055817	0.163291	0.000000	0.160884	0.094615	0.028480	0.249989	0.249997	0.250011	0.250003	
911	-68.806678	3.252561	0.000000	0.875480	0.020322	0.000000	0.251013	0.026332	0.042922	0.225830	0.226097	0.275961	0.272111	
912	-68.721989	0.725277	0.000000	0.199332	0.020152	0.000000	0.543938	0.025803	0.093797	0.223689	0.225040	0.276491	0.274780	
913	-69.070141	0.600249	0.000000	0.166643	0.018565	0.000000	0.384983	0.025987	0.066414	0.219545	0.221292	0.280977	0.278186	
914	-70.075561	0.190323	0.000000	0.024592	0.487490	0.085630	0.755375	0.257814	0.148336	0.250000	0.250000	0.250000	0.250000	
915	-68.136350	0.377908	0.000000	0.111449	0.018027	0.000012	0.789007	0.024778	0.139053	0.223639	0.226005	0.275701	0.274655	
916	-68.310568	0.467179	0.000000	0.132653	0.017770	0.000000	0.663123	0.024449	0.116127	0.220903	0.223033	0.278702	0.277362	
917	-68.065734	0.247573	0.000000	0.074400	0.017796	0.000000	0.925996	0.025014	0.161201	0.218813	0.223203	0.279471	0.278514	
918	-68.008949	0.479970	0.000000	0.134412	0.019313	0.000000	0.619210	0.025753	0.107744	0.213832	0.216674	0.285665	0.283829	
919	-67.892908	1.110542	0.000000	0.272965	0.016202	0.063097	0.867449	0.013768	0.161811	0.220928	0.221794	0.277587	0.279692	
920	-68.750045	0.497917	0.000000	0.141734	0.019875	0.000000	0.344090	0.025764	0.059038	0.225464	0.227420	0.274623	0.272494	
921	-69.033501	0.236060	0.000000	0.053064	0.017890	0.041288	1.791451	0.017128	0.321662	0.225630	0.229568	0.272200	0.272603	
922	-68.257474	0.398899	0.000000	0.112683	0.021230	0.000010	0.747463	0.024905	0.131458	0.234259	0.236048	0.265102	0.264591	
923	-70.124248	0.000000	1.008931	0.156763	1.006929	0.345868	0.494074	0.649942	0.000000	0.250000	0.250000	0.250000	0.250000	
924	-69.075442	0.643024	0.000000	0.179444	0.023545	0.000000	0.250468	0.027760	0.042888	0.219328	0.221355	0.282039	0.277278	
925	-68.860605	0.268448	0.000000	0.046644	0.021640	0.075023	1.153256	0.012979	0.214713	0.214330	0.220208	0.281384	0.284077	
926	-68.724408	0.403412	0.000000	0.115424	0.021223	0.000004	0.350281	0.026455	0.061203	0.217624	0.220921	0.282199	0.279256	
927	-68.707050	0.017683	0.219511	0.024127	0.000000	0.113826	1.358011	0.022385	0.235272	0.264239	0.208818	0.263862	0.263080	
928	-69.494477	0.562845	0.000000	0.145204	0.121328	0.011154	0.401418	0.068631	0.072802	0.249990	0.249993	0.250009	0.250007	
929	-70.044540	0.177859	0.000000	0.048709	0.828545	0.000000	0.653713	0.463864	0.115495	0.249999	0.250000	0.250000	0.250000	
930	-70.133184	0.316441	0.000001	0.035887	0.822312	0.151308	0.449201	0.432923	0.106060	0.250000	0.250000	0.250000	0.250000	
931	-69.064745	0.857650	0.000000	0.232294	0.018327	0.000000	0.384876	0.024899	0.065923	0.223310	0.224401	0.277279	0.275010	
932	-69.084201	0.291257	0.000000	0.085793	0.021980	0.000000	1.298633	0.026233	0.229295	0.213012	0.218519	0.284649	0.283820	
933	-69.359085	1.999381	0.000000	0.535809	0.026164	0.000000	0.267887	0.027655	0.046743	0.228732	0.229204	0.272799	0.269264	
934	-69.844694	3.301246	1.890682	1.356526	0.000000	0.042355	1.537840	0.276293	0.000000	0.250000	0.250000	0.250000	0.250000	
935	-69.803529	1.636601	1.896814	0.837992	0.000000	0.295887	1.289190	0.231949	0.000000	0.250000	0.250000	0.250000	0.250000	
936	-70.064926	0.172394	0.000000	0.000055	0.965786	0.149615	0.624339	0.513216	0.136545	0.250000	0.250000	0.250000	0.250000	
937	-70.122307	0.312196	0.000000	0.001956	1.478773	0.256907	0.813592	0.781698	0.188935	0.250000	0.250000	0.250000	0.250000	
938	-69.913831	0.000000	0.326250	0.031656	0.000000	0.181244	1.279655	0.026123	0.206130	0.260720	0.223949	0.258129	0.257202	
939	-68.803184	0.284857	0.000000	0.083998	0.022426	0.000000	1.289492	0.027181	0.217048	0.222618	0.226562	0.275777	0.275044	
940	-69.991946	0.177221	0.000000	0.001065	0.355444	0.151200	0.547553	0.172565	0.123250	0.250000	0.250000	0.250000	0.250000	
941	-69.421849	0.639376	0.000000	0.178496	0.026700	0.000000	0.823116	0.028092	0.142386	0.224786	0.226659	0.274884	0.273671	
942	-69.858255	0.203738	0.000000	0.055627	0.207687	0.000000	1.361259	0.118402	0.239316	0.249999	0.250000	0.250001	0.250001	
943	-68.916811	0.007776	0.000000	0.006191	0.022413	0.023894	0.605921	0.021800	0.109888	0.109000	0.265247	0.319664	0.306089	
944	-67.990534	3.080211	0.000000	0.800031	0.022036	0.030067	0.467497	0.020286	0.086382	0.222926	0.223289	0.276482	0.277304	
945	-68.110286	0.263043	0.000004	0.052647	0.019462	0.060502	1.672093	0.014634	0.304328	0.213252	0.218695	0.283328	0.284725	
946	-68.506190	0.236642	0.000000	0.052076	0.024701	0.042775	0.418982	0.018508	0.080644	0.227898	0.232267	0.268932	0.270902	
